Epoch	Time(sec)	Loss_train	MAE_train	RMSE_train	R2_train	MAE_val	MAE_test	RMSE_val	RMSE_test	R2_val	R2_test	Lr
24	3784.8974	8.2279	0.6064	0.854	0.673	0.7475	0.707	1.0605	1.0017	0.5048	0.5381	0.0006561
25	3944.3351	8.2122	0.6048	0.852	0.6745	0.7639	0.7215	1.0765	1.0192	0.4897	0.5218	0.0006561
26	4103.6577	8.1793	0.6027	0.8484	0.6772	0.7398	0.6903	1.0349	0.979	0.5284	0.5587	0.00059049
27	4261.5537	8.0158	0.5949	0.8412	0.6827	0.752	0.7028	1.0582	1.0011	0.5069	0.5385	0.00059049
28	4418.3716	8.0077	0.5926	0.8383	0.6849	0.7559	0.7071	1.0603	1.0063	0.505	0.5338	0.00059049
29	4577.3466	7.8904	0.589	0.8328	0.689	0.7358	0.6976	1.0448	0.9946	0.5193	0.5445	0.000531441
30	4734.8646	7.8409	0.5843	0.8291	0.6918	0.7638	0.7159	1.0784	1.0157	0.4879	0.525	0.000531441
31	4891.9205	7.7557	0.5897	0.834	0.6882	0.7567	0.7074	1.0667	1.0098	0.499	0.5306	0.000531441
32	5048.2587	7.7472	0.5848	0.8313	0.6901	0.7383	0.6882	1.0455	0.9827	0.5187	0.5554	0.000531441
33	5206.7418	7.5669	0.5846	0.8316	0.6899	0.7507	0.7058	1.0569	1.0059	0.5082	0.5342	0.000478297
34	5364.8537	7.4281	0.5776	0.8229	0.6964	0.7641	0.7203	1.0754	1.0198	0.4908	0.5212	0.000478297
35	5523.4681	7.517	0.5747	0.8221	0.6969	0.738	0.6834	1.0365	0.9765	0.527	0.561	0.000478297
36	5681.464	7.5422	0.5788	0.8237	0.6958	0.7468	0.7038	1.0593	1.0043	0.5059	0.5356	0.000430467
37	5838.1789	7.4266	0.5733	0.8152	0.702	0.7552	0.7108	1.0719	1.0149	0.4941	0.5258	0.000430467
38	5995.9124	7.3696	0.5669	0.8119	0.7044	0.7404	0.6929	1.0434	0.9938	0.5206	0.5453	0.000430467
39	6154.0166	7.3442	0.5656	0.8086	0.7068	0.7549	0.7051	1.0674	1.0043	0.4983	0.5357	0.00038742
40	6312.361	7.1543	0.5561	0.7977	0.7147	0.7395	0.6885	1.0523	0.9898	0.5125	0.5489	0.00038742
41	6469.5466	7.1425	0.5553	0.8002	0.7129	0.7401	0.6921	1.0521	0.9912	0.5126	0.5477	0.00038742
42	6627.0186	7.1617	0.5585	0.7982	0.7143	0.7518	0.7039	1.0648	1.0045	0.5008	0.5354	0.00038742
43	6784.5982	7.17	0.5541	0.797	0.7152	0.7449	0.6979	1.0589	0.9978	0.5063	0.5417	0.000348678
44	6943.6755	7.046	0.5513	0.7881	0.7215	0.7416	0.6906	1.0579	0.994	0.5072	0.5451	0.000348678
45	7101.5493	7.011	0.548	0.7895	0.7205	0.7325	0.6828	1.0414	0.984	0.5225	0.5542	0.000348678
46	7258.7416	6.9934	0.5461	0.7883	0.7214	0.7373	0.6935	1.0505	0.9911	0.5141	0.5478	0.000313811
47	7416.7307	6.8332	0.5396	0.7797	0.7274	0.7333	0.6915	1.0425	0.9913	0.5215	0.5476	0.000313811
48	7575.0744	6.8109	0.5412	0.7828	0.7253	0.7388	0.6961	1.0554	1.0002	0.5095	0.5394	0.000313811
49	7731.5988	6.8466	0.5419	0.7806	0.7268	0.7405	0.6955	1.0518	1.0008	0.5129	0.5389	0.00028243
50	7888.8087	6.7013	0.5359	0.7773	0.7291	0.7334	0.6807	1.0386	0.9811	0.525	0.5569	0.00028243
51	8046.4953	6.716	0.5345	0.775	0.7307	0.728	0.6765	1.0312	0.9775	0.5318	0.5601	0.00028243
52	8203.4651	6.7125	0.5296	0.7672	0.7361	0.7341	0.6842	1.0446	0.9869	0.5195	0.5516	0.00028243
53	8360.1779	6.5939	0.5341	0.7731	0.732	0.7313	0.6886	1.0416	0.9925	0.5223	0.5465	0.000254187
54	8517.1116	6.5047	0.5257	0.7635	0.7387	0.7281	0.682	1.039	0.9846	0.5247	0.5536	0.000254187
55	8674.7091	6.4885	0.5282	0.7684	0.7353	0.7307	0.6862	1.0387	0.9877	0.525	0.5508	0.000254187
56	8832.2231	6.4858	0.5247	0.7603	0.7408	0.726	0.6804	1.0394	0.9846	0.5243	0.5537	0.000228768
57	8989.4362	6.3616	0.5204	0.7564	0.7435	0.726	0.6737	1.0354	0.9763	0.5279	0.5612	0.000228768
58	9148.0743	6.357	0.5152	0.7526	0.746	0.7287	0.6827	1.0445	0.984	0.5196	0.5543	0.000228768
59	9305.1092	6.393	0.5171	0.7507	0.7473	0.7284	0.6806	1.0418	0.9856	0.5221	0.5527	0.000205891
60	9461.9128	6.2193	0.5106	0.7446	0.7514	0.7182	0.6739	1.0263	0.9737	0.5363	0.5635	0.000205891
61	9619.8561	6.1282	0.5129	0.7461	0.7504	0.7225	0.6759	1.0353	0.9808	0.528	0.5571	0.000205891
62	9777.2678	6.1254	0.5097	0.7427	0.7527	0.7236	0.6763	1.035	0.9776	0.5283	0.56	0.000205891
63	9934.2409	6.1857	0.5107	0.7427	0.7527	0.7243	0.6801	1.0333	0.9806	0.5298	0.5573	0.000185302
64	10091.695	6.1267	0.5066	0.7421	0.7531	0.7248	0.6817	1.0348	0.9824	0.5285	0.5557	0.000185302
65	10250.4946	6.0957	0.5054	0.7383	0.7556	0.7303	0.6879	1.0393	0.9943	0.5244	0.5448	0.000185302
66	10408.7095	6.0799	0.5014	0.7328	0.7592	0.7282	0.6862	1.0398	0.9934	0.5239	0.5457	0.000166772
67	10567.2888	5.9885	0.5008	0.733	0.7591	0.72	0.6798	1.0279	0.9844	0.5348	0.5538	0.000166772
68	10726.2287	5.914	0.5034	0.74	0.7545	0.7252	0.677	1.0396	0.9826	0.5242	0.5555	0.000166772
69	10883.0961	5.9095	0.4998	0.7299	0.7611	0.72	0.6734	1.0303	0.9757	0.5326	0.5617	0.000150095
70	11039.5553	5.8251	0.4907	0.7233	0.7655	0.7216	0.6764	1.0303	0.9821	0.5326	0.556	0.000150095
71	11196.5903	5.8497	0.4949	0.7248	0.7645	0.7266	0.6837	1.0405	0.9862	0.5234	0.5522	0.000150095
72	11351.8591	5.7437	0.4916	0.7205	0.7672	0.7251	0.6794	1.0396	0.9824	0.5242	0.5557	0.000150095
73	11510.7696	5.7662	0.4894	0.7216	0.7666	0.7275	0.6748	1.0431	0.9806	0.521	0.5573	0.000135085
74	11668.0023	5.7771	0.4881	0.7177	0.769	0.7214	0.6697	1.0256	0.9714	0.5369	0.5656	0.000135085
75	11827.2908	5.748	0.4815	0.71	0.774	0.7236	0.6744	1.0289	0.972	0.5338	0.5651	0.000135085
76	11982.7564	5.6042	0.4854	0.712	0.7727	0.7214	0.6789	1.0339	0.9866	0.5294	0.5518	0.000121577
77	12140.9032	5.522	0.4814	0.7035	0.7781	0.7209	0.6735	1.0316	0.9785	0.5314	0.5592	0.000121577
78	12300.0145	5.5541	0.482	0.7088	0.7747	0.7244	0.6819	1.0413	0.9891	0.5226	0.5496	0.000121577
79	12458.637	5.4925	0.4831	0.7115	0.773	0.7249	0.6784	1.0368	0.9835	0.5267	0.5547	0.000109419
80	12617.2142	5.5133	0.4769	0.7006	0.7799	0.728	0.681	1.0456	0.9887	0.5186	0.55	0.000109419
81	12775.275	5.4707	0.4755	0.698	0.7816	0.7201	0.6727	1.0279	0.9787	0.5348	0.559	0.000109419
82	12932.5629	5.3937	0.4759	0.7021	0.779	0.726	0.6806	1.0391	0.988	0.5246	0.5506	0.000109419
83	13090.0473	5.4095	0.4766	0.7002	0.7802	0.721	0.6701	1.0317	0.976	0.5313	0.5615	9.85E-05
84	13249.2037	5.3434	0.4737	0.699	0.7859	0.7181	0.6708	1.0243	0.9746	0.5381	0.5627	9.85E-05
85	13407.0054	5.3543	0.4748	0.7021	0.789	0.7198	0.6774	1.031	0.9885	0.532	0.5502	9.85E-05
86	13565.2471	5.2418	0.4703	0.6917	0.7955	0.7235	0.6816	1.0376	0.9901	0.526	0.5487	8.86E-05
87	13723.2481	5.2699	0.4682	0.6898	0.7967	0.7147	0.6674	1.0249	0.9707	0.5375	0.5662	8.86E-05
88	13882.8988	5.1993	0.4668	0.6892	0.797	0.7141	0.6701	1.0246	0.9771	0.5377	0.5605	8.86E-05
89	14041.1149	5.2335	0.4652	0.6844	0.803	0.718	0.6747	1.0311	0.9859	0.5319	0.5525	7.98E-05
90	14199.8358	5.1515	0.4657	0.6875	0.8079	0.7181	0.6756	1.0289	0.9825	0.5338	0.5556	7.98E-05
91	14358.8762	5.102	0.4648	0.6875	0.8062	0.7192	0.6732	1.03	0.9792	0.5329	0.5586	7.98E-05
92	14516.3481	5.1493	0.4619	0.682	0.8081	0.7171	0.6713	1.0239	0.9705	0.5384	0.5663	7.98E-05
93	14673.6857	5.089	0.4635	0.6826	0.8111	0.7176	0.6755	1.03	0.9842	0.5329	0.554	7.18E-05
94	14830.4309	5.109	0.4567	0.6768	0.8146	0.7114	0.6654	1.0225	0.9734	0.5397	0.5638	7.18E-05
95	14987.9179	5.0746	0.4589	0.6757	0.8153	0.7166	0.6728	1.0289	0.9831	0.5339	0.555	7.18E-05
96	15144.8261	5.0849	0.4589	0.678	0.8181	0.7174	0.6707	1.0287	0.9777	0.534	0.5599	6.46E-05
97	15301.2198	4.9667	0.4539	0.6731	0.8189	0.7174	0.6655	1.0271	0.9715	0.5355	0.5655	6.46E-05
98	15457.8761	4.9665	0.4528	0.6674	0.8223	0.7213	0.676	1.0329	0.9828	0.5302	0.5553	6.46E-05
99	15616.0035	4.9207	0.453	0.6697	0.8239	0.7204	0.676	1.0336	0.9861	0.5296	0.5524	5.81E-05
100	15773.6707	4.8839	0.4447	0.6514	0.8265	0.7161	0.6671	1.0282	0.978	0.5345	0.5597	5.81E-05
