Epoch	Time(sec)	Loss_train	MAE_train	RMSE_train	R2_train	MAE_val	MAE_test	RMSE_val	RMSE_test	R2_val	R2_test	Lr
24	3704.3307	8.5611	0.6248	0.8808	0.663	12.5041	0.7801	0.7513	1.0645	1.0279	0.5064	0.5226	0.0006561000000000001
25	3858.5036	8.5902	0.6269	0.8823	0.6618	12.5173	0.7729	0.7479	1.065	1.0205	0.5059	0.5295	0.0006561000000000001
26	4013.1537	8.7293	0.63	0.8894	0.6564	13.0505	0.7931	0.7595	1.0875	1.043	0.4849	0.5086	0.00059049
27	4167.7027	8.4795	0.622	0.8766	0.6662	13.2015	0.8008	0.7592	1.0938	1.0351	0.4789	0.516	0.00059049
28	4322.2786	8.5475	0.6176	0.8801	0.6635	12.722	0.7907	0.741	1.0737	1.0105	0.4978	0.5387	0.00059049
29	4477.1437	8.4324	0.6125	0.8741	0.668	12.7816	0.7804	0.7328	1.0762	1.0061	0.4955	0.5427	0.000531441
30	4631.5443	8.3248	0.6097	0.8686	0.6723	12.672	0.7856	0.746	1.0716	1.0208	0.4998	0.5292	0.000531441
31	4785.3964	8.3219	0.6094	0.8684	0.6724	12.816	0.7943	0.7551	1.0777	1.0264	0.4941	0.524	0.000531441
32	4940.088	8.3637	0.6113	0.8706	0.6707	12.8604	0.8004	0.7528	1.0795	1.0301	0.4924	0.5206	0.000531441
33	5094.67	8.1976	0.6045	0.8619	0.6773	12.6927	0.7942	0.7642	1.0725	1.0337	0.499	0.5173	0.0004782969
34	5249.9023	8.1456	0.6033	0.8592	0.6793	12.4045	0.7742	0.7394	1.0602	1.0082	0.5104	0.5407	0.0004782969
35	5405.4743	7.9765	0.5979	0.8502	0.686	12.3452	0.7773	0.7463	1.0577	1.0175	0.5127	0.5323	0.0004782969
36	5562.0332	8.1155	0.6001	0.8576	0.6805	12.405	0.7737	0.7341	1.0603	1.0045	0.5103	0.5441	0.00043046721
37	5718.1701	7.8632	0.5874	0.8441	0.6905	11.787	0.7569	0.7342	1.0335	1.0035	0.5347	0.545	0.00043046721
38	5873.4323	7.7735	0.5823	0.8393	0.694	12.0001	0.7557	0.7263	1.0428	1.0035	0.5263	0.545	0.00043046721
39	6028.4768	7.8115	0.5836	0.8413	0.6925	11.9011	0.7595	0.7378	1.0385	1.0114	0.5302	0.5378	0.000387420489
40	6184.3891	7.6648	0.5793	0.8334	0.6983	12.173	0.7657	0.7379	1.0503	1.0106	0.5195	0.5386	0.000387420489
41	6340.2378	7.6963	0.5774	0.8351	0.697	11.8689	0.7496	0.7333	1.0371	1.0002	0.5315	0.548	0.000387420489
42	6495.7738	7.7321	0.5813	0.8371	0.6956	12.0493	0.7499	0.7247	1.0449	1.0001	0.5244	0.5481	0.000387420489
43	6650.4956	7.5452	0.5711	0.8269	0.703	11.9409	0.7475	0.7315	1.0402	1.008	0.5287	0.541	0.0003486784401
44	6805.884	7.505	0.5699	0.8247	0.7046	11.7912	0.743	0.72	1.0337	0.9882	0.5346	0.5588	0.0003486784401
45	6961.8234	7.473	0.5675	0.8229	0.7058	11.9946	0.7529	0.7202	1.0426	0.9867	0.5265	0.5601	0.0003486784401
46	7118.1642	7.4508	0.5651	0.8217	0.7067	12.426	0.7595	0.7194	1.0611	0.9928	0.5095	0.5547	0.00031381059609000004
47	7273.1973	7.3483	0.5602	0.816	0.7107	11.8202	0.7453	0.7211	1.035	0.9921	0.5334	0.5553	0.00031381059609000004
48	7427.7676	7.1941	0.552	0.8074	0.7168	11.9409	0.7504	0.7196	1.0402	0.9916	0.5287	0.5558	0.00031381059609000004
49	7581.5119	7.1504	0.5518	0.805	0.7185	12.1368	0.7537	0.7264	1.0487	1.0034	0.5209	0.5451	0.00028242953648100003
50	7736.39	7.0212	0.5458	0.7977	0.7236	12.0083	0.7458	0.7093	1.0432	0.9868	0.526	0.56	0.00028242953648100003
51	7891.4271	7.0	0.545	0.7965	0.7244	12.2527	0.758	0.711	1.0537	0.9819	0.5164	0.5645	0.00028242953648100003
52	8045.75	7.0189	0.542	0.7975	0.7237	11.97	0.7434	0.7044	1.0415	0.9749	0.5275	0.5706	0.00028242953648100003
53	8199.2066	7.0176	0.5442	0.7975	0.7237	11.7078	0.7376	0.7079	1.03	0.9807	0.5379	0.5654	0.00025418658283290005
54	8355.1405	6.7843	0.5332	0.7841	0.7329	11.9664	0.7482	0.7105	1.0413	0.9849	0.5277	0.5617	0.00025418658283290005
55	8510.1156	6.7828	0.5342	0.784	0.733	12.2013	0.7496	0.7209	1.0515	0.9989	0.5184	0.5492	0.00025418658283290005
56	8665.1299	6.7665	0.5312	0.7831	0.7336	11.9955	0.7361	0.7117	1.0426	0.993	0.5265	0.5545	0.00022876792454961005
57	8820.7306	6.7197	0.5305	0.7803	0.7355	12.0455	0.7371	0.7066	1.0448	0.984	0.5245	0.5626	0.00022876792454961005
58	8976.5174	6.5879	0.5232	0.7726	0.7407	12.1958	0.7436	0.6956	1.0513	0.9729	0.5186	0.5724	0.00022876792454961005
59	9132.6753	6.5665	0.5209	0.7714	0.7415	11.8641	0.732	0.7064	1.0369	0.9839	0.5317	0.5627	0.00020589113209464906
60	9287.7603	6.5377	0.5214	0.7697	0.7426	12.0899	0.7334	0.6921	1.0467	0.9718	0.5228	0.5734	0.00020589113209464906
61	9442.6016	6.3909	0.5141	0.761	0.7484	12.0434	0.7309	0.6903	1.0447	0.9713	0.5246	0.5738	0.00020589113209464906
62	9597.1791	6.3569	0.5117	0.759	0.7498	12.2309	0.7344	0.6897	1.0528	0.9712	0.5172	0.5738	0.00020589113209464906
63	9753.1751	6.3053	0.5079	0.7559	0.7518	12.6115	0.7464	0.6937	1.069	0.9706	0.5022	0.5743	0.00018530201888518417
64	9907.7238	6.3149	0.5075	0.7565	0.7514	12.5396	0.7398	0.6857	1.066	0.9684	0.505	0.5763	0.00018530201888518417
65	10062.1951	6.2016	0.5016	0.7497	0.7559	12.8793	0.7578	0.6929	1.0803	0.9785	0.4916	0.5674	0.00018530201888518417
66	10216.8631	6.1874	0.5006	0.7488	0.7564	11.9658	0.7258	0.6808	1.0413	0.9599	0.5277	0.5837	0.00016677181699666576
67	10371.8225	6.0267	0.4954	0.739	0.7627	12.2903	0.7318	0.6882	1.0553	0.9707	0.5149	0.5743	0.00016677181699666576
68	10526.31	6.0545	0.4943	0.7407	0.7617	12.1007	0.727	0.6935	1.0472	0.9753	0.5224	0.5702	0.00016677181699666576
69	10680.4612	6.1089	0.4973	0.744	0.7595	12.005	0.7201	0.6842	1.043	0.9671	0.5261	0.5775	0.0001500946352969992
70	10835.7378	5.8789	0.4881	0.7299	0.7686	11.9333	0.7257	0.68	1.0399	0.9603	0.529	0.5834	0.0001500946352969992
71	10990.4373	5.8716	0.4874	0.7294	0.7689	12.042	0.7289	0.6812	1.0446	0.9668	0.5247	0.5777	0.0001500946352969992
72	11145.3141	5.831	0.4836	0.7269	0.7705	12.187	0.7255	0.6844	1.0509	0.9694	0.5189	0.5754	0.0001500946352969992
73	11299.8444	5.8299	0.4809	0.7268	0.7705	12.3868	0.7264	0.6862	1.0595	0.9676	0.5111	0.577	0.0001350851717672993
74	11454.6666	5.6742	0.4773	0.7171	0.7766	12.12	0.7231	0.6836	1.048	0.9654	0.5216	0.5789	0.0001350851717672993
75	11609.0188	5.5341	0.4704	0.7082	0.7821	12.3891	0.7325	0.6871	1.0596	0.9777	0.511	0.5681	0.0001350851717672993
76	11763.0962	5.6051	0.4747	0.7127	0.7793	12.2995	0.7237	0.6768	1.0557	0.9706	0.5145	0.5744	0.00012157665459056936
77	11919.8609	5.4254	0.4645	0.7012	0.7864	12.1976	0.7229	0.6832	1.0513	0.9716	0.5185	0.5735	0.00012157665459056936
78	12074.5309	5.458	0.4659	0.7033	0.7851	11.9297	0.7156	0.6756	1.0397	0.9695	0.5291	0.5753	0.00012157665459056936
79	12229.3765	5.336	0.4628	0.6954	0.7899	12.186	0.7277	0.681	1.0508	0.9691	0.519	0.5757	0.00010941898913151243
80	12383.6066	5.3239	0.4615	0.6946	0.7904	12.3646	0.7221	0.6731	1.0585	0.96	0.5119	0.5837	0.00010941898913151243
81	12538.3335	5.2698	0.4575	0.691	0.7925	11.9663	0.7185	0.6807	1.0413	0.9668	0.5277	0.5777	0.00010941898913151243
82	12693.4738	5.2725	0.4539	0.6912	0.7924	11.8118	0.71	0.672	1.0346	0.9652	0.5338	0.5791	0.00010941898913151243
83	12848.7729	5.1726	0.4526	0.6846	0.7964	12.054	0.7156	0.6763	1.0451	0.9597	0.5242	0.5839	9.847709021836118e-05
84	13003.3745	5.1448	0.4499	0.6828	0.7975	12.0874	0.7124	0.6707	1.0466	0.9615	0.5229	0.5823	9.847709021836118e-05
85	13158.3838	5.1031	0.4485	0.68	0.7991	12.2801	0.7162	0.6733	1.0549	0.9596	0.5153	0.5839	9.847709021836118e-05
86	13313.809	5.0147	0.4444	0.6741	0.8026	11.7488	0.7018	0.6677	1.0318	0.9564	0.5362	0.5868	8.862938119652506e-05
87	13468.5319	4.8737	0.4363	0.6646	0.8081	11.8922	0.7029	0.6688	1.0381	0.9591	0.5306	0.5844	8.862938119652506e-05
88	13623.2547	4.899	0.4374	0.6663	0.8071	12.0779	0.704	0.671	1.0462	0.9612	0.5233	0.5826	8.862938119652506e-05
89	13777.1857	4.8633	0.4408	0.6639	0.8085	12.144	0.7099	0.6681	1.049	0.9549	0.5206	0.588	7.976644307687256e-05
90	13932.3962	4.8271	0.4348	0.6614	0.81	11.8466	0.7005	0.6691	1.0361	0.9593	0.5324	0.5842	7.976644307687256e-05
91	14087.1808	4.7988	0.4337	0.6594	0.8111	11.8181	0.7013	0.6715	1.0349	0.9601	0.5335	0.5835	7.976644307687256e-05
92	14241.5953	4.684	0.4292	0.6515	0.8156	11.795	0.6955	0.664	1.0339	0.9521	0.5344	0.5905	7.976644307687256e-05
93	14396.5758	4.6604	0.4296	0.6499	0.8165	12.0238	0.7065	0.6732	1.0438	0.9693	0.5254	0.5755	7.17897987691853e-05
94	14552.1273	4.7622	0.4306	0.6569	0.8125	11.7391	0.7021	0.6581	1.0314	0.9511	0.5366	0.5913	7.17897987691853e-05
95	14706.4809	4.5491	0.4203	0.6421	0.8209	11.8297	0.7004	0.6662	1.0354	0.9582	0.5331	0.5852	7.17897987691853e-05
96	14862.0018	4.6188	0.4251	0.647	0.8182	11.6529	0.6936	0.6583	1.0276	0.955	0.54	0.588	6.461081889226677e-05
97	15017.1202	4.4303	0.4152	0.6336	0.8256	11.8894	0.6942	0.6568	1.038	0.95	0.5307	0.5923	6.461081889226677e-05
98	15171.5244	4.4905	0.4172	0.6379	0.8232	11.7151	0.6946	0.6524	1.0303	0.9467	0.5376	0.5951	6.461081889226677e-05
99	15326.159	4.4683	0.4198	0.6363	0.8241	11.6401	0.6895	0.6528	1.027	0.9466	0.5405	0.5951	5.81497370030401e-05
100	15481.4119	4.4085	0.4116	0.6321	0.8265	11.8633	0.6972	0.6549	1.0368	0.9523	0.5317	0.5913	5.81497370030401e-05
