Epoch	Time(sec)	Loss_train	MAE_train	RMSE_train	R2_train	MAE_val	MAE_test	RMSE_val	RMSE_test	R2_val	R2_test	Lr
55	16582.6813	0.6001	0.5364	0.7746	0.7336	0.6795	0.7084	0.9989	1.011	0.5671	0.5577	0.00025418658283290005
56	16764.8407	0.6018	0.5357	0.7758	0.7328	0.6746	0.702	0.9956	1.0007	0.5699	0.5667	0.00022876792454961005
57	16945.9138	0.5787	0.5286	0.7607	0.7431	0.679	0.6955	1.0019	0.996	0.5645	0.5708	0.00022876792454961005
58	17128.7396	0.5769	0.5267	0.7596	0.7438	0.6761	0.6934	0.9988	0.9966	0.5672	0.5702	0.00022876792454961005
59	17312.1341	0.5846	0.5272	0.7646	0.7404	0.6751	0.6925	0.9976	0.9921	0.5683	0.5741	0.00020589113209464906
60	17496.5072	0.5734	0.5238	0.7572	0.7454	0.6729	0.6967	0.9919	0.9967	0.5732	0.5701	0.00020589113209464906
61	17680.4317	0.5771	0.5221	0.7597	0.7438	0.6736	0.6972	0.995	0.9974	0.5705	0.5695	0.00020589113209464906
62	17863.343	0.5756	0.5202	0.7587	0.7444	0.6743	0.7043	0.9971	1.0075	0.5686	0.5608	0.00020589113209464906
63	18044.4588	0.5624	0.5161	0.7499	0.7503	0.6764	0.698	0.9981	1.0048	0.5678	0.5632	0.00018530201888518417
64	18226.5672	0.5608	0.5144	0.7489	0.751	0.6681	0.6959	0.9901	1.0027	0.5747	0.5649	0.00018530201888518417
65	18409.6581	0.5549	0.5142	0.7449	0.7536	0.6676	0.6971	0.9902	1.0015	0.5746	0.566	0.00018530201888518417
66	18592.4021	0.5467	0.5102	0.7394	0.7573	0.6769	0.6983	1.0096	1.0082	0.5578	0.5602	0.00016677181699666576
67	18776.2523	0.5459	0.5106	0.7388	0.7576	0.6743	0.6997	0.9931	0.9942	0.5722	0.5723	0.00016677181699666576
68	18959.8412	0.5496	0.5092	0.7413	0.756	0.6689	0.689	0.9946	0.9938	0.5708	0.5727	0.00016677181699666576
69	19143.3616	0.5426	0.5074	0.7366	0.7591	0.6695	0.6922	0.9968	0.9974	0.5689	0.5695	0.0001500946352969992
70	19326.8353	0.5357	0.5008	0.7319	0.7622	0.6783	0.6961	1.0016	0.9992	0.5647	0.568	0.0001500946352969992
71	19509.7864	0.5383	0.5023	0.7337	0.761	0.6629	0.6882	0.9902	0.9936	0.5746	0.5728	0.0001500946352969992
72	19693.6283	0.5365	0.5043	0.7325	0.7618	0.6619	0.6873	0.9933	1.0003	0.5719	0.5671	0.0001500946352969992
73	19877.253	0.5203	0.4919	0.7213	0.769	0.6655	0.6848	0.9942	0.9961	0.5712	0.5707	0.0001350851717672993
74	20061.1705	0.5198	0.4927	0.721	0.7692	0.667	0.6938	0.9915	1.0022	0.5735	0.5654	0.0001350851717672993
75	20244.5113	0.5215	0.4949	0.7222	0.7685	0.6691	0.6879	0.9996	0.9958	0.5665	0.5709	0.0001350851717672993
76	20428.5706	0.5257	0.4986	0.7251	0.7666	0.6659	0.6825	0.9918	0.9899	0.5732	0.576	0.00012157665459056936
77	20613.4216	0.5151	0.4902	0.7177	0.7713	0.6727	0.6898	0.9892	0.9969	0.5754	0.57	0.00012157665459056936
78	20795.3592	0.5034	0.4838	0.7095	0.7765	0.6614	0.6813	0.9829	0.9898	0.5809	0.576	0.00012157665459056936
79	20979.9265	0.506	0.4861	0.7113	0.7754	0.6675	0.6904	0.9904	0.9997	0.5745	0.5676	0.00010941898913151243
80	21164.1159	0.4989	0.481	0.7063	0.7785	0.6691	0.6838	0.9939	0.9942	0.5714	0.5723	0.00010941898913151243
81	21345.9063	0.4943	0.4798	0.7031	0.7805	0.6611	0.6826	0.9906	0.999	0.5742	0.5682	0.00010941898913151243
82	21528.6133	0.4946	0.4786	0.7033	0.7804	0.6644	0.6836	0.9884	0.9888	0.5762	0.577	0.00010941898913151243
83	21711.4184	0.4905	0.4757	0.7003	0.7822	0.6638	0.678	0.9953	0.9885	0.5702	0.5772	9.847709021836118e-05
84	21895.3309	0.5045	0.482	0.7103	0.776	0.6592	0.6759	0.9898	0.9817	0.575	0.583	9.847709021836118e-05
85	22079.548	0.4899	0.4775	0.6999	0.7825	0.6593	0.673	0.9872	0.9825	0.5772	0.5823	9.847709021836118e-05
86	22262.4632	0.4837	0.4759	0.6955	0.7852	0.6562	0.6696	0.9871	0.9839	0.5773	0.5811	8.862938119652506e-05
87	22445.8714	0.4862	0.475	0.6972	0.7842	0.6575	0.6786	0.9928	0.9942	0.5723	0.5724	8.862938119652506e-05
88	22629.3062	0.4762	0.4702	0.6901	0.7886	0.6599	0.6818	0.9892	0.9927	0.5754	0.5736	8.862938119652506e-05
89	22812.5863	0.4764	0.4688	0.6902	0.7885	0.6555	0.6722	0.9909	0.9876	0.574	0.5779	7.976644307687256e-05
90	22995.8532	0.477	0.4711	0.6907	0.7882	0.669	0.6862	1.0001	0.9982	0.566	0.5689	7.976644307687256e-05
91	23179.5072	0.4817	0.4719	0.694	0.7861	0.6632	0.6753	0.994	0.9868	0.5713	0.5787	7.976644307687256e-05
92	23362.4847	0.4735	0.4664	0.6881	0.7898	0.659	0.6702	0.9953	0.9887	0.5702	0.577	7.976644307687256e-05
93	23547.1528	0.4727	0.4659	0.6875	0.7901	0.6592	0.6744	0.9923	0.9886	0.5728	0.5771	7.17897987691853e-05
94	23729.8358	0.4624	0.4617	0.68	0.7947	0.6568	0.6718	0.9909	0.9857	0.574	0.5796	7.17897987691853e-05
95	23913.9164	0.4527	0.4601	0.6728	0.799	0.6562	0.6729	0.9912	0.9866	0.5737	0.5789	7.17897987691853e-05
96	24097.1686	0.4664	0.4604	0.6829	0.7929	0.6528	0.6731	0.9829	0.9848	0.5809	0.5804	6.461081889226677e-05
97	24280.4574	0.4565	0.457	0.6756	0.7973	0.659	0.6751	0.9899	0.9908	0.5749	0.5753	6.461081889226677e-05
98	24464.5471	0.4598	0.4582	0.6781	0.7959	0.6543	0.6741	0.9875	0.988	0.577	0.5777	6.461081889226677e-05
99	24647.6102	0.4512	0.4558	0.6717	0.7997	0.6634	0.6816	0.9919	0.9906	0.5731	0.5754	5.81497370030401e-05
100	24831.8564	0.4501	0.4556	0.6709	0.8060	0.6532	0.6772	0.9894	0.9937	0.5753	0.5786	5.81497370030401e-05
