,MetaNetX ID,SMILES
1257,MNXM4079,CCCCCCCCCCCCCCC=O
1258,MNXM408,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
1259,MNXM4080,[NH-]c1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N(C(=O)CCC(N)C(=O)[O-])[C@@](C(=O)CCC(N)C(=O)[O-])(C(=O)OC(=O)CCC(N)C(=O)[O-])C(CC(=O)[O-])C(=O)CCC(N)C(=O)[O-])cc1)=N2
1260,MNXM409,CSCCC(=O)/C(O)=C/OP(=O)(O)O
1261,MNXM41,CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
1262,MNXM410,CC1=C(CCC(=O)[O-])c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)[O-])c5C)C(C)=C4CCC(=O)[O-])c(CCC(=O)[O-])c3C
1263,MNXM41010,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1264,MNXM411,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1
1265,MNXM412,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)[O-])C(=O)[O-]
1266,MNXM41271,O=C(CO)[C@@H](O)[C@@H](O)CO
1267,MNXM41339,[*]CC1OC(OCC2OC(O[*])C(O)C2OC2OC(CO)C(O)C2O)C(O)C1O
1268,MNXM414,O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1CC(=O)[O-])C2
1269,MNXM415,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)[O-]
1270,MNXM4151,O=C(O)CCC[C@H](C(=O)O)[C@@H](O)C(=O)O
1271,MNXM416,C=CC1=C(C)/C(=C/C2=N/C(=C\\\\c3[nH]c(/C=C4\\\\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O
1272,MNXM417,O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
1273,MNXM418,CC(=O)OC[C@H]([NH3+])C(=O)[O-]
1274,MNXM4183,COc1cc(CC=O)ccc1O
1275,MNXM419,Cc1ncc(CO)c(CO)c1O
1276,MNXM42,NC(CC(=O)O)C(=O)O
1277,MNXM420,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
1278,MNXM421,Nc1ccc(C(=O)[O-])cc1
1279,MNXM4217,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCC
1280,MNXM422,[NH3+]CCCC=O
1281,MNXM4221,O[C@@H](CS)[C@@H](O)CS
1282,MNXM423,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1283,MNXM4232,CCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
1284,MNXM4242,[*]C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC([*])=O
1285,MNXM425,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
1286,MNXM4266,C/C(=C\\\\Cc1cc(O)c(C)c(C)c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
1287,MNXM427,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
1288,MNXM429,O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O
1289,MNXM43,[Cl-]
1290,MNXM432,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
1291,MNXM433,[N]=O
1292,MNXM4345,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*]
1293,MNXM435,O=C[C@H](O)CO
1294,MNXM436,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
1295,MNXM437,C[N+](C)(C)[O-]
1296,MNXM43758,[NH3+]CCC=O
1297,MNXM4377,CC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1298,MNXM438,O=C([O-])/C=C/c1ccccc1
1299,MNXM4388,NC(=O)c1nc[nH]c1N
1300,MNXM439,CC[C@H](C)C(=O)C(=O)[O-]
1301,MNXM4398,CC(/C=C\\\\C(=O)C(=O)O)C(=O)O
1302,MNXM440,O=C([O-])C(=O)C[C@H](O)[C@H](O)CO
1303,MNXM441,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
1304,MNXM4419,O=P(O)(O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1305,MNXM4428,CC(N)=O
1306,MNXM443,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1
1307,MNXM444,CSC
1308,MNXM446,C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1309,MNXM448,O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1310,MNXM4485,
1311,MNXM4488,Cc1cc(O)c(C)c2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2
1312,MNXM449,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OCC[NH3+])[C@@H](O)[C@H]2O)c(=O)n1
1313,MNXM45,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
1314,MNXM450,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O
1315,MNXM4501,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC
1316,MNXM4503,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC
1317,MNXM4505,[Cd]
1318,MNXM4507,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC
1319,MNXM4508,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCC
1320,MNXM4509,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCC=CCCCCCC
1321,MNXM451,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
1322,MNXM4511,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCC=CCCCCCC
1323,MNXM4512,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCC
1324,MNXM4519,O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
1325,MNXM452,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
1326,MNXM4529,CC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1327,MNXM453,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1328,MNXM454,Cc1ncc(COP(=O)([O-])[O-])c(CO)c1O
1329,MNXM4545,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
1330,MNXM4546,O=C(CO)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
1331,MNXM455,O=C([O-])c1cccc(O)c1O
1332,MNXM456,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O
1333,MNXM45654,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
1334,MNXM457,C[N+](C)(C)CC=O
1335,MNXM45856,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC
1336,MNXM45895,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1
1337,MNXM4598,
1338,MNXM46,O=C([O-])CC(=O)C(=O)[O-]
1339,MNXM460,O=C(CO)CO
1340,MNXM4602,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1341,MNXM4615,C=C(C)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]21C
1342,MNXM462,CCCCC/C=C\\\\C/C=C\\\\C=C\\\\C=C\\\\[C@@H]1O[C@H]1CCCC(=O)[O-]
1343,MNXM463,[NH3+]CC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1344,MNXM4638,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
1345,MNXM464,C[NH+](C)CC(=O)[O-]
1346,MNXM4641,O[C@H]1CO[C@H](O)[C@H](O)[C@@H]1O
1347,MNXM465,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
1348,MNXM46638,O=[Cr](=O)(O)O
1349,MNXM468,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1350,MNXM469,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
1351,MNXM46951,O=C([O-])C[C@H](/C=C/C(=O)C(=O)[O-])C(=O)[O-]
1352,MNXM47,CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
1353,MNXM470,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1354,MNXM4704,CC(=O)N[C@H]1[C@@H]([*])O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O
1355,MNXM4708,CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
1356,MNXM471,CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1357,MNXM473,O=CCc1ccccc1
1358,MNXM474,O=C([O-])[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1
1359,MNXM47436,
1360,MNXM47439,C[C@]1(CC(=O)[O-])C(CCC(=O)[O-])=C2C[C@@]3(C)C(CC(=O)[O-])=C(CCC(=O)[O-])C4=CC5=[N+]6C(=C7N8C(=CC1=[N+]2[Co-2]86N43)[C@@H](CCC(=O)[O-])[C@]7(C)CC(=O)[O-])[C@H](CC(=O)[O-])[C@@]5(C)CCC(=O)[O-]
1361,MNXM475,O=CC(O)C(=O)[O-]
1362,MNXM4752,[NH3+][C@H](COP(=O)([O-])[O-])C(=O)[O-]
1363,MNXM477,O=C([O-])CC(=O)[O-]
1364,MNXM4772,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])O[C@@H]3[C@@H](COP(=O)([O-])[O-])O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1365,MNXM4775,O=C([O-])CNC(=O)Cc1ccccc1
1366,MNXM478,O=C1C[C@@](O)(C(=O)[O-])C[C@@H](O)[C@@H]1O
1367,MNXM4788,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)[O-]
1368,MNXM4789,CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1CCCCCCC(=O)[O-]
1369,MNXM479,O=CCc1ccc(O)cc1
1370,MNXM479745,[NH2+]=C(CNC=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1371,MNXM47994,O=C([O-])[C@H]1COP(=O)([O-])OP(=O)([O-])O1
1372,MNXM480,O=C([O-])C1=N[C@H](C(=O)[O-])CCC1
1373,MNXM4801,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O
1374,MNXM481,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
1375,MNXM4815,CC(=O)S[C@@H](CCS)CCCCC(N)=O
1376,MNXM482,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
1377,MNXM483,CC(=O)N[C@H]1[C@H](NC(=O)C[C@H](NC([*])=O)C(=O)N[*])O[C@H](CO)[C@@H](O)[C@@H]1O
1378,MNXM4834,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C
1379,MNXM48464,O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
1380,MNXM48518,O=P([O-])([O-])OC[C@@H](O)[C@H]1OC(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O
1381,MNXM48596,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
1382,MNXM486,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1383,MNXM4868,CCCCCC/C=C\\\\CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
1384,MNXM487,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-]
1385,MNXM48845,N=C(N)N1CCc2ccccc2C1
1386,MNXM48977,CCCCC/C=C\\\\C[C@@H](O)/C=C/C=C/C=C\\\\[C@@H](O)CCCC(=O)[O-]
1387,MNXM49,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
1388,MNXM490,NC(=O)N[C@H](O)C(=O)O
1389,MNXM491,O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1OP(=O)(O)O
1390,MNXM492,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
1391,MNXM4923,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C(=C/c1ccccc1)CC(=O)[O-]
1392,MNXM4926,CCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1393,MNXM49265,[*]OC1OC(CO)C(OC2OC(CO)C(O[*])C(O)C2O)C(O)C1O
1394,MNXM493,[NH3+]CCC=O
1395,MNXM4939,CCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCC
1396,MNXM494,CSCCC(=O)/C(O)=C/O
1397,MNXM4940,CCCCCCC=CCCCCCC(=O)OCC(CO)OC(=O)CCCCCC=CCCCCCC
1398,MNXM495,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1399,MNXM496,[NH2+]=CN[C@@H](CCC(=O)[O-])C(=O)[O-]
1400,MNXM497,CC(=O)Oc1c([*])c([*])c([*])c([*])c1[*]
1401,MNXM4970,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
1402,MNXM4971,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
1403,MNXM4976,C=C1CC[C@H](O)C/C1=C/C=C1\\\\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O
1404,MNXM498,N[C@@H](C[SH](=O)=O)C(=O)O
1405,MNXM5,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
1406,MNXM5006,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C
1407,MNXM501,CC(=O)NCCC[NH2+]CCCC[NH3+]
1408,MNXM502,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1
1409,MNXM5026,Nc1nc2[nH]cc(C(=O)[O-])c2c(=O)[nH]1
1410,MNXM503,O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1
1411,MNXM5043,
1412,MNXM505,O=C([O-])/C=C/c1ccc(O)cc1
1413,MNXM506,O=C1CCNC(=O)N1
1414,MNXM507,Nc1c(C(=O)[O-])[nH+]cn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1415,MNXM5078,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
1416,MNXM5079,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
1417,MNXM508,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
1418,MNXM509,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
1419,MNXM51,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1420,MNXM510,OC[C@H](O)[C@@H](O)[C@H](O)CO
1421,MNXM51017,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC
1422,MNXM51019,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC
1423,MNXM511,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
1424,MNXM5116,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@@H]1O
1425,MNXM5121,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2
1426,MNXM51279,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCC
1427,MNXM5128,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1428,MNXM513,CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1429,MNXM514,O=S(=O)([O-])C[C@@H](O)CO
1430,MNXM5146,CC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1431,MNXM51499,CC(C)=CCC/C(C)=C/CCC(C)CCOP(=O)(O)O
1432,MNXM516,C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O
1433,MNXM5165,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC([*])=O
1434,MNXM5169,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](COC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC([*])=O
1435,MNXM51766,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
1436,MNXM5179,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1437,MNXM518,O=CCc1c[nH]c2ccccc12
1438,MNXM5188,CC(C)CO
1439,MNXM5189,CC(C)C=O
1440,MNXM519,O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
1441,MNXM5209,CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1442,MNXM521,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1
1443,MNXM5213,C[N+](C)(C)CCOP(=O)(O)OCC(O)COC([*])=O
1444,MNXM522,CSC[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
1445,MNXM523,O=C([O-])C(=O)C(O)C(=O)[O-]
1446,MNXM52342,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
1447,MNXM52365,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
1448,MNXM524,CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1449,MNXM5261,O=P(O)(O)Oc1ccccc1
